Table Key,Table Name,L831ED (NC1),L831EE (NC1),L831EF (NC1),L831EG (NC1),LF6JE0 (NC1),LFG1EK (NC1),LFG1ER (NC1),LFG2EE (NC1),LFG2EF (NC1),LFG2EG (NC1),LFG2EJ (NC1),LFG2EL (NC1),LFG2EM (NC1),LFG2EP (NC1),LFG3EE (NC1),LFG3EF (NC1),LFG3EG (NC1),LFG3EK (NC1),LFG3EN (NC1),LFG7ED (NC1),LFG7EG (NC1),LFG8EF (NC1),LFG8EG (NC1),LFG9EH (NC1),LFH9EC (NC1),LFH9ED (NC1),LFH9EE (NC1),LFH9EF (NC1),LFJ1EC (NC1),LFJ1EE (NC1),LFJ1EF (NC1),LFJ5EG (NC1),LFN3ER (NC1),LFN4EK (NC1),LFN4EP (NC1),LFN5EN (NC1),LFZZE0 (NC1),LFZZEA (NC1),LSYAEA (NC1),L843EC (NC2),L862ED (NC2),LF4WEG (NC2),LF4XED (NC2),LF4XEE (NC2),LF4XEG (NC2),LF5AEG (NC2),LF5BEG (NC2),LF5CEG (NC2),LF5DEG (NC2),LF8HED (NC2),LF9HED (NC2),LF9HEE (NC2),LF9JED (NC2),LF9KEC (NC2),LF9KEE (NC2),LF9RED (NC2),LF9SED (NC2),LF9TEE (NC2),LF9VEB (NC2),LF9WEB (NC2),LF9XEB (NC2),LFAAEB (NC2),LFABEB (NC2),LFACEB (NC2),LFAKEB (NC2),LFDJEA (NC2),LFDKEB (NC2),LFDLEC (NC2),LFDMEA (NC2),LFDNEB (NC2),LFDPEC (NC2),LFFCED (NC2),LFFDED (NC2),LFFEEE (NC2),LFGJED (NC2),LFGKEC (NC2),LFGKED (NC2),LFGLEF (NC2),LFGMEC (NC2),LFGMEE (NC2),LFGNEC (NC2),LFGNEE (NC2),LFGPEF (NC2),LFLEEC (NC2),LFLGEC (NC2),LFLMEA (NC2),LFLMEC (NC2),LFLMED (NC2),LFLNEC (NC2),LFLPE0 (NC2),LFLPEA (NC2),LFLPEB (NC2),LFLPEC (NC2),LFLPED (NC2),LFLREA (NC2),LFLVEB (NC2),LFLWEB (NC2),LFLXE0 (NC2),LFLXEC (NC2),LFMAE0 (NC2),LFMAEB (NC2),LFMAEC (NC2),LFMSEA (NC2)
"Spark Target | Low Fuel Demand, High-Det","Spark Target | Low Fuel Demand, High-Det",0xCED38,0xCEDBC,0xCEDDC,0xCEDDC,0xCEDDC,0xCEDAC,0xCEDAC,0xCED38,0xCEDBC,0xCEDDC,0xCEDAC,0xCEDAC,0xCEDAC,0xCEDAC,0xCED38,0xCEDBC,0xCEDDC,0xCEDAC,0xCEDAC,0xCED38,0xCEDDC,0xCEDDC,0xCEDDC,0xCEDDC,0xCED38,0xCEDBC,0xCEDDC,0xCEDDC,0xCED38,0xCEDDC,0xCEDDC,0xCEDDC,0xCEDAC,0xCEDAC,0xCEDAC,0xCEDAC,0xCEDAC,0xCEDAC,0xCEDAC,0xD0528,0xD11C0,0xCEE34,0xCEE34,0xCEE34,0xCEE34,0xCEE34,0xCEE34,0xCEE34,0xCEE34,0xCEE34,0xD0528,0xD0C48,0xD0528,0xD0528,0xD0C48,0xD0F7C,0xD0F7C,0xD0F7C,0xD0814,0xD0814,0xD0814,0xD0814,0xD0814,0xD0814,0xD0528,0xD05FC,0xD05FC,0xD05FC,0xD05FC,0xD05FC,0xD05FC,0xD11C0,0xD11C0,0xD11C0,0xD8FDC,0xD0FDC,0xD8FDC,0xD8FDC,0xD0FDC,0xD8FDC,0xD0FDC,0xD8FDC,0xD8FDC,0xDB748,0xD31C4,0xDB6CC,0xDB6CC,0xDB6CC,0xDB6CC,0xDB6CC,0xDB6CC,0xDB6CC,0xDB6CC,0xDB6CC,0xDB6CC,0xD34F8,0xD34F8,0xDB6CC,0xDB6CC,0xDB6CC,0xDB6CC,0xDB6CC,0xD31C4
"Spark Target | Low Fuel Demand, High-Det | LOAD_6F44","Spark Target | Low Fuel Demand, High-Det | LOAD_6F44",0xCECFC,0xCED80,0xCEDA0,0xCEDA0,0xCEDA0,0xCED70,0xCED70,0xCECFC,0xCED80,0xCEDA0,0xCED70,0xCED70,0xCED70,0xCED70,0xCECFC,0xCED80,0xCEDA0,0xCED70,0xCED70,0xCECFC,0xCEDA0,0xCEDA0,0xCEDA0,0xCEDA0,0xCECFC,0xCED80,0xCEDA0,0xCEDA0,0xCECFC,0xCEDA0,0xCEDA0,0xCEDA0,0xCED70,0xCED70,0xCED70,0xCED70,0xCED70,0xCED70,0xCED70,0xD04EC,0xD1184,0xCEDF8,0xCEDF8,0xCEDF8,0xCEDF8,0xCEDF8,0xCEDF8,0xCEDF8,0xCEDF8,0xCEDF8,0xD04EC,0xD0C0C,0xD04EC,0xD04EC,0xD0C0C,0xD0F40,0xD0F40,0xD0F40,0xD07D8,0xD07D8,0xD07D8,0xD07D8,0xD07D8,0xD07D8,0xD04EC,0xD05C0,0xD05C0,0xD05C0,0xD05C0,0xD05C0,0xD05C0,0xD1184,0xD1184,0xD1184,0xD8FA0,0xD0FA0,0xD8FA0,0xD8FA0,0xD0FA0,0xD8FA0,0xD0FA0,0xD8FA0,0xD8FA0,0xDB70C,0xD3188,0xDB690,0xDB690,0xDB690,0xDB690,0xDB690,0xDB690,0xDB690,0xDB690,0xDB690,0xDB690,0xD34BC,0xD34BC,0xDB690,0xDB690,0xDB690,0xDB690,0xDB690,0xD3188
"Spark Target | Low Fuel Demand, High-Det | RPM_6DD8","Spark Target | Low Fuel Demand, High-Det | RPM_6DD8",0xCECC4,0xCED48,0xCED68,0xCED68,0xCED68,0xCED38,0xCED38,0xCECC4,0xCED48,0xCED68,0xCED38,0xCED38,0xCED38,0xCED38,0xCECC4,0xCED48,0xCED68,0xCED38,0xCED38,0xCECC4,0xCED68,0xCED68,0xCED68,0xCED68,0xCECC4,0xCED48,0xCED68,0xCED68,0xCECC4,0xCED68,0xCED68,0xCED68,0xCED38,0xCED38,0xCED38,0xCED38,0xCED38,0xCED38,0xCED38,0xD04B0,0xD1148,0xCEDC0,0xCEDC0,0xCEDC0,0xCEDC0,0xCEDC0,0xCEDC0,0xCEDC0,0xCEDC0,0xCEDC0,0xD04B0,0xD0BD0,0xD04B0,0xD04B0,0xD0BD0,0xD0F04,0xD0F04,0xD0F04,0xD079C,0xD079C,0xD079C,0xD079C,0xD079C,0xD079C,0xD04B0,0xD0584,0xD0584,0xD0584,0xD0584,0xD0584,0xD0584,0xD1148,0xD1148,0xD1148,0xD8F64,0xD0F64,0xD8F64,0xD8F64,0xD0F64,0xD8F64,0xD0F64,0xD8F64,0xD8F64,0xDB6D0,0xD314C,0xDB654,0xDB654,0xDB654,0xDB654,0xDB654,0xDB654,0xDB654,0xDB654,0xDB654,0xDB654,0xD3480,0xD3480,0xDB654,0xDB654,0xDB654,0xDB654,0xDB654,0xD314C
"Spark Target | Low Fuel Demand, Low-Det, IMRC","Spark Target | Low Fuel Demand, Low-Det, IMRC",0xCF6D4,0xCF758,0xCF778,0xCF778,0xCF778,0xCF748,0xCF748,0xCF6D4,0xCF758,0xCF778,0xCF748,0xCF748,0xCF748,0xCF748,0xCF6D4,0xCF758,0xCF778,0xCF748,0xCF748,0xCF6D4,0xCF778,0xCF778,0xCF778,0xCF778,0xCF6D4,0xCF758,0xCF778,0xCF778,0xCF6D4,0xCF778,0xCF778,0xCF778,0xCF748,0xCF748,0xCF748,0xCF748,0xCF748,0xCF748,0xCF748,0xD0F40,0xD1BD8,0xCF7D0,0xCF7D0,0xCF7D0,0xCF7D0,0xCF7D0,0xCF7D0,0xCF7D0,0xCF7D0,0xCF7D0,0xD0F40,0xD1660,0xD0F40,0xD0F40,0xD1660,0xD1994,0xD1994,0xD1994,0xD122C,0xD122C,0xD122C,0xD122C,0xD122C,0xD122C,0xD0F40,0xD1014,0xD1014,0xD1014,0xD1014,0xD1014,0xD1014,0xD1BD8,0xD1BD8,0xD1BD8,0xD99F4,0xD19F4,0xD99F4,0xD99F4,0xD19F4,0xD99F4,0xD19F4,0xD99F4,0xD99F4,0xDC160,0xD3BDC,0xDC0E4,0xDC0E4,0xDC0E4,0xDC0E4,0xDC0E4,0xDC0E4,0xDC0E4,0xDC0E4,0xDC0E4,0xDC0E4,0xD3F10,0xD3F10,0xDC0E4,0xDC0E4,0xDC0E4,0xDC0E4,0xDC0E4,0xD3BDC
"Spark Target | Low Fuel Demand, Low-Det, IMRC | LOAD_6F44","Spark Target | Low Fuel Demand, Low-Det, IMRC | LOAD_6F44",0xCF698,0xCF71C,0xCF73C,0xCF73C,0xCF73C,0xCF70C,0xCF70C,0xCF698,0xCF71C,0xCF73C,0xCF70C,0xCF70C,0xCF70C,0xCF70C,0xCF698,0xCF71C,0xCF73C,0xCF70C,0xCF70C,0xCF698,0xCF73C,0xCF73C,0xCF73C,0xCF73C,0xCF698,0xCF71C,0xCF73C,0xCF73C,0xCF698,0xCF73C,0xCF73C,0xCF73C,0xCF70C,0xCF70C,0xCF70C,0xCF70C,0xCF70C,0xCF70C,0xCF70C,0xD0F04,0xD1B9C,0xCF794,0xCF794,0xCF794,0xCF794,0xCF794,0xCF794,0xCF794,0xCF794,0xCF794,0xD0F04,0xD1624,0xD0F04,0xD0F04,0xD1624,0xD1958,0xD1958,0xD1958,0xD11F0,0xD11F0,0xD11F0,0xD11F0,0xD11F0,0xD11F0,0xD0F04,0xD0FD8,0xD0FD8,0xD0FD8,0xD0FD8,0xD0FD8,0xD0FD8,0xD1B9C,0xD1B9C,0xD1B9C,0xD99B8,0xD19B8,0xD99B8,0xD99B8,0xD19B8,0xD99B8,0xD19B8,0xD99B8,0xD99B8,0xDC124,0xD3BA0,0xDC0A8,0xDC0A8,0xDC0A8,0xDC0A8,0xDC0A8,0xDC0A8,0xDC0A8,0xDC0A8,0xDC0A8,0xDC0A8,0xD3ED4,0xD3ED4,0xDC0A8,0xDC0A8,0xDC0A8,0xDC0A8,0xDC0A8,0xD3BA0
"Spark Target | Low Fuel Demand, Low-Det, IMRC | RPM_6DD8","Spark Target | Low Fuel Demand, Low-Det, IMRC | RPM_6DD8",0xCF678,0xCF6FC,0xCF71C,0xCF71C,0xCF71C,0xCF6EC,0xCF6EC,0xCF678,0xCF6FC,0xCF71C,0xCF6EC,0xCF6EC,0xCF6EC,0xCF6EC,0xCF678,0xCF6FC,0xCF71C,0xCF6EC,0xCF6EC,0xCF678,0xCF71C,0xCF71C,0xCF71C,0xCF71C,0xCF678,0xCF6FC,0xCF71C,0xCF71C,0xCF678,0xCF71C,0xCF71C,0xCF71C,0xCF6EC,0xCF6EC,0xCF6EC,0xCF6EC,0xCF6EC,0xCF6EC,0xCF6EC,0xD0EE4,0xD1B7C,0xCF774,0xCF774,0xCF774,0xCF774,0xCF774,0xCF774,0xCF774,0xCF774,0xCF774,0xD0EE4,0xD1604,0xD0EE4,0xD0EE4,0xD1604,0xD1938,0xD1938,0xD1938,0xD11D0,0xD11D0,0xD11D0,0xD11D0,0xD11D0,0xD11D0,0xD0EE4,0xD0FB8,0xD0FB8,0xD0FB8,0xD0FB8,0xD0FB8,0xD0FB8,0xD1B7C,0xD1B7C,0xD1B7C,0xD9998,0xD1998,0xD9998,0xD9998,0xD1998,0xD9998,0xD1998,0xD9998,0xD9998,0xDC104,0xD3B80,0xDC088,0xDC088,0xDC088,0xDC088,0xDC088,0xDC088,0xDC088,0xDC088,0xDC088,0xDC088,0xD3EB4,0xD3EB4,0xDC088,0xDC088,0xDC088,0xDC088,0xDC088,0xD3B80
"Spark Target | Low Fuel Demand, Low-Det ","Spark Target | Low Fuel Demand, Low-Det ",0xCF928,0xCF9AC,0xCF9CC,0xCF9CC,0xCF9CC,0xCF99C,0xCF99C,0xCF928,0xCF9AC,0xCF9CC,0xCF99C,0xCF99C,0xCF99C,0xCF99C,0xCF928,0xCF9AC,0xCF9CC,0xCF99C,0xCF99C,0xCF928,0xCF9CC,0xCF9CC,0xCF9CC,0xCF9CC,0xCF928,0xCF9AC,0xCF9CC,0xCF9CC,0xCF928,0xCF9CC,0xCF9CC,0xCF9CC,0xCF99C,0xCF99C,0xCF99C,0xCF99C,0xCF99C,0xCF99C,0xCF99C,0xD1198,0xD1E30,0xCFA24,0xCFA24,0xCFA24,0xCFA24,0xCFA24,0xCFA24,0xCFA24,0xCFA24,0xCFA24,0xD1198,0xD18B8,0xD1198,0xD1198,0xD18B8,0xD1BEC,0xD1BEC,0xD1BEC,0xD1484,0xD1484,0xD1484,0xD1484,0xD1484,0xD1484,0xD1198,0xD126C,0xD126C,0xD126C,0xD126C,0xD126C,0xD126C,0xD1E30,0xD1E30,0xD1E30,0xD9C4C,0xD1C4C,0xD9C4C,0xD9C4C,0xD1C4C,0xD9C4C,0xD1C4C,0xD9C4C,0xD9C4C,0xDC3B8,0xD3E34,0xDC33C,0xDC33C,0xDC33C,0xDC33C,0xDC33C,0xDC33C,0xDC33C,0xDC33C,0xDC33C,0xDC33C,0xD4168,0xD4168,0xDC33C,0xDC33C,0xDC33C,0xDC33C,0xDC33C,0xD3E34
"Spark Target | Low Fuel Demand, Low-Det  | LOAD_6F44","Spark Target | Low Fuel Demand, Low-Det  | LOAD_6F44",0xCF8EC,0xCF970,0xCF990,0xCF990,0xCF990,0xCF960,0xCF960,0xCF8EC,0xCF970,0xCF990,0xCF960,0xCF960,0xCF960,0xCF960,0xCF8EC,0xCF970,0xCF990,0xCF960,0xCF960,0xCF8EC,0xCF990,0xCF990,0xCF990,0xCF990,0xCF8EC,0xCF970,0xCF990,0xCF990,0xCF8EC,0xCF990,0xCF990,0xCF990,0xCF960,0xCF960,0xCF960,0xCF960,0xCF960,0xCF960,0xCF960,0xD115C,0xD1DF4,0xCF9E8,0xCF9E8,0xCF9E8,0xCF9E8,0xCF9E8,0xCF9E8,0xCF9E8,0xCF9E8,0xCF9E8,0xD115C,0xD187C,0xD115C,0xD115C,0xD187C,0xD1BB0,0xD1BB0,0xD1BB0,0xD1448,0xD1448,0xD1448,0xD1448,0xD1448,0xD1448,0xD115C,0xD1230,0xD1230,0xD1230,0xD1230,0xD1230,0xD1230,0xD1DF4,0xD1DF4,0xD1DF4,0xD9C10,0xD1C10,0xD9C10,0xD9C10,0xD1C10,0xD9C10,0xD1C10,0xD9C10,0xD9C10,0xDC37C,0xD3DF8,0xDC300,0xDC300,0xDC300,0xDC300,0xDC300,0xDC300,0xDC300,0xDC300,0xDC300,0xDC300,0xD412C,0xD412C,0xDC300,0xDC300,0xDC300,0xDC300,0xDC300,0xD3DF8
"Spark Target | Low Fuel Demand, Low-Det  | RPM_6DD8","Spark Target | Low Fuel Demand, Low-Det  | RPM_6DD8",0xCF8B4,0xCF938,0xCF958,0xCF958,0xCF958,0xCF928,0xCF928,0xCF8B4,0xCF938,0xCF958,0xCF928,0xCF928,0xCF928,0xCF928,0xCF8B4,0xCF938,0xCF958,0xCF928,0xCF928,0xCF8B4,0xCF958,0xCF958,0xCF958,0xCF958,0xCF8B4,0xCF938,0xCF958,0xCF958,0xCF8B4,0xCF958,0xCF958,0xCF958,0xCF928,0xCF928,0xCF928,0xCF928,0xCF928,0xCF928,0xCF928,0xD1120,0xD1DB8,0xCF9B0,0xCF9B0,0xCF9B0,0xCF9B0,0xCF9B0,0xCF9B0,0xCF9B0,0xCF9B0,0xCF9B0,0xD1120,0xD1840,0xD1120,0xD1120,0xD1840,0xD1B74,0xD1B74,0xD1B74,0xD140C,0xD140C,0xD140C,0xD140C,0xD140C,0xD140C,0xD1120,0xD11F4,0xD11F4,0xD11F4,0xD11F4,0xD11F4,0xD11F4,0xD1DB8,0xD1DB8,0xD1DB8,0xD9BD4,0xD1BD4,0xD9BD4,0xD9BD4,0xD1BD4,0xD9BD4,0xD1BD4,0xD9BD4,0xD9BD4,0xDC340,0xD3DBC,0xDC2C4,0xDC2C4,0xDC2C4,0xDC2C4,0xDC2C4,0xDC2C4,0xDC2C4,0xDC2C4,0xDC2C4,0xDC2C4,0xD40F0,0xD40F0,0xDC2C4,0xDC2C4,0xDC2C4,0xDC2C4,0xDC2C4,0xD3DBC
"[Flex] Spark Target | High Fuel Demand, High-Det, IMRC","[Flex] Spark Target | High Fuel Demand, High-Det, IMRC",0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE3EC,0xEE3EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE2EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC,0xEE3EC
"[Flex] Spark Target | High Fuel Demand, High-Det, IMRC | LOAD_6F44","[Flex] Spark Target | High Fuel Demand, High-Det, IMRC | LOAD_6F44",0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE3B0,0xEE3B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE2B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0,0xEE3B0
"[Flex] Spark Target | High Fuel Demand, High-Det, IMRC | RPM_6DD8","[Flex] Spark Target | High Fuel Demand, High-Det, IMRC | RPM_6DD8",0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE390,0xEE390,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE290,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390,0xEE390
"[Flex] Spark Target | High Fuel Demand, High-Det","[Flex] Spark Target | High Fuel Demand, High-Det",0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE644,0xEE644,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE540,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644,0xEE644
"[Flex] Spark Target | High Fuel Demand, High-Det | LOAD_6F44","[Flex] Spark Target | High Fuel Demand, High-Det | LOAD_6F44",0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE608,0xEE608,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE504,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608,0xEE608
"[Flex] Spark Target | High Fuel Demand, High-Det | RPM_6DD8","[Flex] Spark Target | High Fuel Demand, High-Det | RPM_6DD8",0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE5CC,0xEE5CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE4CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC,0xEE5CC
"[Flex] Spark Target | High Fuel Demand, Low-Det, IMRC","[Flex] Spark Target | High Fuel Demand, Low-Det, IMRC",0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEEA24,0xEEA24,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEE8E4,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24,0xEEA24
